,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
224,0.12544803619384765,0.013055499721041513,0.0009808063507080079,2.792222574714122e-05,0.001,"(50,)",45,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 45}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5088235294117647,0.5056853363354912,0.5099211933577258,0.5098351940457204,0.5039872408293461,0.5076504987960095,0.0023910780154051724
225,0.1908891201019287,0.05915375206645718,0.001141500473022461,0.00020620301212808572,0.001,"(50,)",50,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 50}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5029411764705882,0.5029411764705882,0.4976076555023922,0.49760765550239233,0.5000000000000001,0.5002195327891922,0.0023877474416319215
226,0.17927904129028321,0.054040494973811866,0.00116729736328125,0.0003136374795375986,0.001,"(50,)",55,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 55}",0.6485300570425626,0.5950357781753128,0.7016994633273702,0.5805860805860806,0.5238095238095237,0.6102572156793833,0.060626634304051956,68,0.5981052036199095,0.6337602026456515,0.680622009569378,0.6228070175438597,0.5629984051036684,0.6196585676964934,0.03898777146165814
227,0.2546710968017578,0.0635021818379801,0.001319742202758789,0.0003219376800042932,0.001,"(50,)",60,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (50,), 'ica__n_components': 60}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5267533936651584,0.5150576977202364,0.49242893329580634,0.5236576289207869,0.5071770334928231,0.5130149374189623,0.012361631122870009
228,0.04277482032775879,0.007638360178955442,0.0008048057556152344,0.00019334236231831702,0.001,"(25,)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 2}",0.5,0.4999999999999996,0.4999999999999998,0.5000000000000001,0.49999999999999994,0.4999999999999999,1.7548611347383402e-16,316,0.5000000000000001,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
229,0.037571144104003903,0.00030751018712741116,0.000721883773803711,3.813129341241723e-05,0.001,"(25,)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 3}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5088235294117647,0.5029411764705882,0.5034900084435687,0.5000000000000001,0.501063264221159,0.5032635957094161,0.0030515764869653373
230,0.0396575927734375,0.002396456460432652,0.0007099628448486329,8.034953727642201e-06,0.001,"(25,)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 4}",0.5,0.48837209302325546,0.4999999999999998,0.5000000000000001,0.49999999999999994,0.49766951231478745,0.004654838467999989,368,0.5000000000000001,0.49945116802701944,0.5,0.5000000000000001,0.5000000000000001,0.4998902336054039,0.00021953278919225604
231,0.04316291809082031,0.007298025634003425,0.0007854938507080078,0.0001373337042884918,0.001,"(25,)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 5}",0.5,0.49999999999999983,0.49999999999999994,0.5,0.49999999999999994,0.49999999999999994,6.087353060601351e-17,181,0.5000000000000001,0.49999999999999994,0.49999999999999994,0.5000000000000001,0.5000000000000001,0.5,9.288792252416251e-17
232,0.0656254768371582,0.037206484216186865,0.0009796619415283203,0.0003984216577693572,0.001,"(25,)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 6}",0.5,0.4999999999999996,0.4999999999999998,0.5000000000000001,0.49999999999999994,0.4999999999999999,1.7548611347383402e-16,316,0.5000000000000001,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
233,0.04056072235107422,0.0008027502079031886,0.000739145278930664,1.4668769683206161e-05,0.001,"(25,)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (25,), 'ica__n_components': 7}",0.5,0.4999999999999996,0.4999999999999998,0.5000000000000001,0.49999999999999994,0.4999999999999999,1.7548611347383402e-16,316,0.5000000000000001,0.5,0.5,0.5000000000000001,0.5000000000000001,0.5,8.599750569898517e-17
