,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.6633009910583496,0.25268903414625005,0.018950271606445312,0.0054794238324702045,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.8852566915313735,0.9226296958855099,0.5000000000000001,0.5000000000000001,0.8543956043956045,0.7330119204838019,0.190975264664057,1,0.932381221719457,0.924781874472277,0.49760765550239233,0.49999999999999994,0.9210526315789472,0.7551646766546147,0.2093509697069842
