,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__hidden_layer_sizes,param_NN__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,23.50771861076355,6.30368542558598,0.07772622108459473,0.06205229609889915,relu,800,adaptive,"{'NN__activation': 'relu', 'NN__hidden_layer_sizes': 800, 'NN__learning_rate': 'adaptive'}",0.6976175546047695,0.7298284019829793,0.7464867843350849,0.7246952667951279,0.7258538985481826,0.7248688526914379,0.01574405166926752,1,0.7010961861759433,0.7440398763256005,0.737077333525315,0.7387850849969917,0.7290117679824182,0.7300020498012538,0.015236741978250834
