,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_pca__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,0.15656256675720215,0.05730513681616843,0.0017891883850097655,0.0003685506631012087,0.1,"(50, 50)",203,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 203}",0.8126371215445372,0.8047853309481218,0.915026833631485,0.9473443223443224,0.9093406593406594,0.8774761763327563,0.057987227871280494,184,0.8989819004524886,0.9551365043625106,0.9786659161272165,0.9840510366826156,0.9486975013290803,0.9531065717907824,0.030212184847874364
12,0.1354389190673828,0.03189490132637808,0.00142059326171875,0.00022836684862055753,0.1,"(50, 50)",82,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 82}",0.8881088196577446,0.8709749552772809,0.8821556350626119,0.9139194139194139,0.8997252747252749,0.8909039103418438,0.014730983625962138,99,0.9412047511312218,0.9207430340557274,0.8988601182099634,0.9093567251461989,0.9359383306751727,0.9212205918436569,0.015855274417823518
13,0.2005608558654785,0.0375503253214761,0.0019849300384521484,0.0002929336680825583,0.1,"(50, 50)",217,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 217}",0.8626590609916631,0.845706618962433,0.9555008944543829,0.9569597069597071,0.9020146520146521,0.9043746273700146,0.04599608837292207,50,0.9673925339366517,0.9887841260906276,0.982901773149451,0.9941520467836257,0.9922913343965977,0.9851043628713907,0.009650016444816579
14,0.11564459800720214,0.033958760000979984,0.00126800537109375,6.798443805673614e-05,0.1,"(50, 50)",96,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 96}",0.8481790258885477,0.8922182468694096,0.7819767441860466,0.8997252747252747,0.8108974358974361,0.8465659186373496,0.045464940046015735,258,0.9246323529411766,0.9709400506614129,0.867759639741064,0.8880914407230197,0.8431685273790539,0.8989184022891454,0.044820676534756965
15,0.15110702514648439,0.03479102528298608,0.002153921127319336,0.000409966896795236,0.1,"(50, 50)",230,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 230}",0.8808688021061868,0.8360912343470482,0.7835420393559929,0.9496336996336996,0.8759157509157509,0.865042646319897,0.05470363866031969,224,0.9796945701357467,0.9621165212496481,0.9453701097663946,0.9614566719829877,0.9460393407761828,0.958935442782192,0.01263127018283623
16,0.14561033248901367,0.025110415750755073,0.0015596866607666016,0.00039933913198668815,0.1,"(50, 50)",109,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 109}",0.8343571741992101,0.8841681574239713,0.8260286225402504,0.9569597069597071,0.8997252747252749,0.8799480402913787,0.0475493591957653,162,0.9248868778280542,0.9385871094849423,0.890233605403884,0.9263689526847422,0.9274322169059012,0.9215017524615048,0.016370250855267398
17,0.20156469345092773,0.06281588070985845,0.001950216293334961,0.00031034086221649453,0.1,"(50, 50)",244,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 244}",0.813295304958315,0.886180679785331,0.9362701252236137,0.9496336996336996,0.9450549450549454,0.905717106229073,0.051796998131127675,38,0.959898190045249,0.9850971010413735,0.9863917815930199,0.9922913343965977,0.9976076555023923,0.9842572125157265,0.012972318342805067
18,0.15217976570129393,0.03446415198476849,0.0014946460723876953,0.0002639162074101807,0.1,"(50, 50)",123,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'pca__n_components': 123}",0.8503729706011408,0.8689624329159211,0.8452593917710197,0.9258241758241758,0.9093406593406596,0.8797307447857878,0.03211166327098,166,0.9649886877828056,0.9634112018012947,0.9231353785533353,0.9686337054758106,0.9593301435406699,0.9558998234307833,0.016652062673162982
19,0.04422011375427246,0.0043351110120806394,0.0007848262786865235,2.0933857256338565e-05,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 2}",0.682755594559017,0.8477191413237926,0.8168604651162793,0.8489010989010989,0.7358058608058607,0.7861646706791702,0.0663132223155189,344,0.7125848416289592,0.7908528004503236,0.8117928511117366,0.7985114300903775,0.8051568314726211,0.7837797509508035,0.03626976389529548
20,0.1392056941986084,0.04674883102637552,0.0016177177429199218,0.0004083036720336748,0.1,"(50,)",136,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 136}",0.8343571741992101,0.8902057245080501,0.915026833631485,0.9116300366300366,0.8617216117216119,0.882469275720327,0.030777563209568693,142,0.9347850678733032,0.9639600337742754,0.9444694624261187,0.977405635300372,0.9351408825093035,0.9511522163766746,0.01686527648383477
21,0.08095641136169433,0.014948929204201199,0.0010380744934082031,0.00017977930784733495,0.1,"(50,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 15}",0.8198771390960947,0.8228980322003577,0.8047853309481215,0.9020146520146519,0.8663003663003663,0.8429530307467138,0.03578120089156221,266,0.8249717194570136,0.9223895299746693,0.7846608499859273,0.8492822966507179,0.8902179691653377,0.8543044730467333,0.04829331444886512
22,0.13926820755004882,0.021131090454107826,0.0016449928283691407,0.00031656240320859536,0.1,"(50,)",149,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 149}",0.843791136463361,0.8325134168157424,0.8917710196779965,0.9111721611721612,0.8736263736263739,0.8704262296169835,0.02922929493145119,202,0.9780825791855204,0.9650576977202364,0.9580776808330989,0.9526847421584264,0.9763423710792131,0.9660490141952991,0.009938697231670717
23,0.07743120193481445,0.01499878243353454,0.0009026050567626954,1.956102032059904e-05,0.1,"(50,)",28,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 28}",0.8997367266344888,0.9094364937388192,0.8204382826475851,0.9235347985347986,0.887820512820513,0.8881439425759887,0.03585023599954665,115,0.9412047511312219,0.926625386996904,0.8449338587109484,0.8952684742158428,0.905103668261563,0.9026272278632959,0.033024069403174615
24,0.13189592361450195,0.029898751742153118,0.001474761962890625,0.00029774720188942993,0.1,"(50,)",163,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'pca__n_components': 163}",0.9346204475647214,0.8593470483005368,0.9691413237924866,0.8946886446886448,0.8951465201465203,0.910705619851384,0.037785666376985404,26,0.9852941176470588,0.9858429496200394,0.9869406135660005,0.9898989898989897,0.9864433811802232,0.9868840103824622,0.001606177195733893
