,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.08819475173950195,0.002115660444574461,0.0024105072021484374,0.0005169813537235449,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.9346204475647214,0.9130143112701251,0.9094364937388194,0.8663003663003664,0.9093406593406593,0.9066806874521507,0.0221907525448127,1,0.9310520361990949,0.9407824373768646,0.9359977483816494,0.9449760765550238,0.915204678362573,0.9336025953750411,0.010311466100950925
