,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__hidden_layer_sizes,param_NN__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,12.070488977432252,3.91618121625011,0.03472061157226562,0.008060381214423566,relu,800,adaptive,"{'NN__activation': 'relu', 'NN__hidden_layer_sizes': 800, 'NN__learning_rate': 'adaptive'}",0.8225709929404873,0.8044147690091202,0.822516475383499,0.8249574851822714,0.8262813754630893,0.8201405112817127,0.007998075757005651,1,0.9377124902090409,0.8935332035417629,0.8656958158711853,0.930238958599271,0.8904524474039655,0.9035265831250451,0.026773848651234673
