,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_NN__learning_rate,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,2.103896951675415,0.3755630066221968,0.011246252059936523,0.0025400049265275676,100,adaptive,2,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 2}",0.18142857142857144,0.2,0.2,0.19855072463768111,0.19999999999999996,0.19598003851052398,0.007317146228987933,74,0.17472924187725633,0.2,0.2,0.2,0.19963768115942027,0.1948733846073353,0.010073048834577568
1,2.678275156021118,0.47799384669106776,0.018369436264038086,0.010784676920611282,100,adaptive,3,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 3}",0.292897384305835,0.28440643863179077,0.291407867494824,0.26790281329923277,0.2870600414078675,0.2847445464257413,0.008942974396920392,70,0.2907266768125889,0.29286577541702724,0.29424048337512576,0.27229232210210663,0.29217554082625524,0.2884601597066207,0.00816286372497034
2,2.794409894943237,0.5273015239227831,0.02313508987426758,0.005500267227837378,100,adaptive,4,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 4}",0.34014132925897633,0.32331262939958594,0.36538185635552445,0.37246376811594206,0.30739080517146705,0.3417785835300328,0.02455803804691148,65,0.3519949220428363,0.3331652145579214,0.36530961128699185,0.37023658747361415,0.3288864549156917,0.3499185580554111,0.016595433150413813
3,3.6970037460327148,1.1650158364991023,0.035811758041381835,0.019289370485772738,100,adaptive,5,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 5}",0.33815923207227555,0.3341641751617977,0.44557876905703,0.36658202411399343,0.4251518132336547,0.38179456601849177,0.04551877145686555,60,0.34845365250634885,0.3454054854593595,0.4427933073116311,0.37912613587705213,0.43593134244936194,0.3903419847207507,0.04178336364271715
4,4.166716575622559,1.0760459094203159,0.024993181228637695,0.005882298045636437,100,adaptive,6,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 6}",0.39808120676317066,0.42237218006948923,0.4233442388813233,0.39017443766804377,0.46441668795507013,0.41959262777003775,0.025855023723217938,54,0.3897175145460494,0.4212168784232582,0.4286332774497817,0.40579061979236797,0.4681931059744116,0.42271027923717375,0.026384833065680995
5,4.341232824325561,0.33919371167797896,0.04505667686462402,0.02515877268197554,100,adaptive,7,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 7}",0.42833206009676594,0.4442257614508254,0.4321057672080691,0.4439710800708243,0.4334552700928621,0.43641946782212676,0.0064990058533085145,45,0.4594452069459878,0.45939320045129134,0.4504021444701357,0.47084008679626593,0.45170308424573136,0.4583567445818824,0.007288891311240498
6,6.070049858093261,2.4339528586890764,0.035065317153930665,0.010172623940135834,100,adaptive,8,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 8}",0.4892949544122053,0.479149291626688,0.5094197154201122,0.49340200294164493,0.4866970479101639,0.49159294303450524,0.010060920493595105,30,0.5037234601333815,0.5111474968374115,0.5414670152054125,0.48661101858277667,0.5166667853314011,0.5119231552180766,0.01791023504062919
7,6.419172954559326,2.139609859947484,0.03701562881469726,0.013220309864969481,100,adaptive,9,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 9}",0.5277380511855135,0.46274920389577645,0.5482315144631521,0.45159238656776546,0.49258660674872445,0.49661237509482403,0.03696783264124185,29,0.5656828683374845,0.5165958558793208,0.5666640074264071,0.48572156906051805,0.5203693194540475,0.5310067240315556,0.031130209124976754
8,7.517063331604004,2.9363141693496866,0.04400968551635742,0.008189528960877015,100,adaptive,10,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 10}",0.5420048111656843,0.4730880212687425,0.5314446050205951,0.5536771057447089,0.5489762487134322,0.5297592045937984,0.029381695915370813,14,0.5757157292186851,0.5189144840745699,0.5511247234273472,0.5783024561545232,0.5807171431775114,0.5609549072105274,0.02355162407052666
9,19.25435276031494,5.448779592585927,0.07312297821044922,0.0299505449058247,100,adaptive,15,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 15}",0.5535150537418106,0.5390354971805568,0.5564261452956158,0.5296662768337006,0.5151109800481866,0.5388131071333676,0.015285504481796764,10,0.595793016005601,0.6034286641117607,0.5922364721043258,0.589357913124036,0.5685553884892321,0.5898742907669912,0.011654136485289584
10,12.551950454711914,4.720027335357039,0.05752949714660645,0.024360231246164602,100,adaptive,20,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 20}",0.5856955364676628,0.5573555796532274,0.5665017175083967,0.5590027400167874,0.48981373590718164,0.5518189843335117,0.032440344194805334,4,0.6245809838211965,0.6404989950293764,0.6072288999676643,0.6224610653074739,0.6019617587389496,0.6193463405729321,0.013664507623964536
