,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.2227494239807129,0.03796264336571071,0.0017285823822021484,9.298121621288712e-05,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.7148648648648649,0.9,0.7277777777777776,0.7833333333333331,0.7758620689655173,0.7805447545680902,0.06574678861327253,161,0.7146913937988989,0.815879455230368,0.7112927362725914,0.8102912397835845,0.8500000000000001,0.7804309650170885,0.056727185711725595
1,0.34638423919677735,0.1527286721069992,0.001978445053100586,0.0003330874080495202,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.5000000000000001,0.8594594594594595,0.8388888888888887,0.7833333333333331,0.7480842911877396,0.7455466144339984,0.12982373321753493,189,0.5,0.7909881193856854,0.7961321514907335,0.8102912397835845,0.818436073059361,0.7431695167438728,0.12197823864510085
2,0.24693937301635743,0.10941148667107867,0.0018244266510009765,7.588056991284802e-05,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.85,0.8166666666666667,0.8388888888888887,0.7833333333333331,0.7480842911877396,0.8077305506360615,0.0372656376433338,141,0.8215879455230368,0.8361344537815127,0.7961321514907335,0.8060895591113155,0.818436073059361,0.815676036593192,0.013674642940489265
3,0.20243301391601562,0.04144482974903299,0.0017502307891845703,6.500621485838951e-05,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.895945945945946,0.7671171171171172,0.8499999999999998,0.7555555555555553,0.7480842911877396,0.8036778574595013,0.059079202789406066,145,0.8882642712257317,0.7737177629672559,0.8655174398526535,0.7722746632899734,0.818436073059361,0.8236420420789952,0.04709081609084836
4,0.48218393325805664,0.1376584372493153,0.001866292953491211,9.97732501939385e-05,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.8333333333333335,0.9,0.8666666666666664,0.7833333333333331,0.7758620689655173,0.8322186338854742,0.047613478069579926,113,0.8319327731092437,0.8109243697478992,0.8109243697478993,0.8445378151260504,0.8375000000000001,0.8271638655462186,0.013848283116409281
5,0.6952382564544678,0.18108595492859073,0.004651355743408203,0.005588002284400499,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.8554054054054054,0.9,0.8666666666666664,0.8805555555555554,0.9066091954022989,0.8817475121751609,0.019362498643146646,74,0.8641263401912489,0.8151260504201681,0.8025210084033615,0.8879359963163347,0.8731735159817352,0.8485765822625696,0.033573863521262376
6,0.6330518245697021,0.1553459997766084,0.0019147396087646484,0.00018817597749639712,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.9500000000000001,0.8594594594594595,0.8611111111111108,0.7833333333333331,0.7758620689655173,0.8465200954679024,0.06340624651619414,97,0.9537815126050422,0.7860330339032164,0.8677046160930127,0.8361344537815126,0.8041666666666668,0.8495640566098903,0.05910638903604769
7,0.40909600257873535,0.08789800333256428,0.0022335052490234375,0.00023697492305906583,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.9500000000000001,0.7702702702702703,0.9444444444444442,0.872222222222222,0.9444444444444445,0.895912377634432,0.06950966762433133,54,0.9468849608809042,0.810344827586207,0.9204558535743065,0.9309024979854955,0.9197488584474888,0.9056673996948804,0.0486602016806737
8,0.44156174659729003,0.1377159840993635,0.0022758007049560546,5.700559807470841e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.9500000000000001,0.8513513513513514,0.9166666666666665,0.8861111111111108,0.9166666666666667,0.9041003238888435,0.03341687975802429,49,0.9495798319327732,0.8992465951898001,0.8964832508345805,0.9267008173132265,0.8896689497716895,0.9123358890084139,0.022493947336371067
9,0.44677982330322263,0.11400320969440438,0.003052043914794922,0.001171183587819331,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.9833333333333334,0.9833333333333334,0.9166666666666665,1.0,0.9310344827586209,0.9630933777824079,0.03269638004747612,13,0.9873949579831933,0.9209214720370907,0.8949579831932774,0.9820996891907446,0.8833333333333334,0.9337414871475278,0.04342051490925198
10,0.7585482120513916,0.12045202873196675,0.0034073352813720702,0.0016505458706594302,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.9427927927927928,0.9594594594594595,0.9722222222222221,1.0,0.9722222222222224,0.9692205800967131,0.018791693669786485,9,0.9632570269487106,0.9295276731382208,0.962645332105445,0.94365143317601,0.9187214611872148,0.9435605853111202,0.017697967894739444
