,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__hidden_layer_sizes,param_NN__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,17.85434718132019,5.271786959489253,0.13381638526916503,0.0068242417506871956,relu,800,adaptive,"{'NN__activation': 'relu', 'NN__hidden_layer_sizes': 800, 'NN__learning_rate': 'adaptive'}",0.7810697456672624,0.8008368534233801,0.7905250354603348,0.7846101983574596,0.7951919307302687,0.790437813434297,0.0071115062892017225,1,0.8680899736150006,0.8553994743108261,0.8389896646929054,0.8689562092306549,0.8762718363936568,0.8615414316486086,0.013123665533632293
