,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.5967188358306885,0.063426012649823,0.10527081489562988,0.000756421265183638,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",1.0,0.9651162790697675,1.0,1.0,0.9903846153846154,0.991101688518527,0.013529352531559619,1,0.9927884615384616,1.0,1.0,0.9970760233918129,1.0,0.9979728969860548,0.002828787480237666
