,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_filter__n,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
39,0.14636383056640626,0.02180819480317833,0.008703184127807618,0.004310610593419379,0.1,"(25,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 3}",0.8620008775778851,0.794051878354204,0.9018336314847945,0.8608058608058609,0.5673076923076922,0.7976875140819744,0.11970663076346387,353,0.8634898190045249,0.8804249929636925,0.8535603715170278,0.8639021796916535,0.6100478468899523,0.8142850420133702,0.10248204420419021
40,0.18803253173828124,0.040295341638104346,0.007379484176635742,0.0021331632650499017,0.1,"(25,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 4}",0.8620008775778851,0.794051878354204,0.9018336314847945,0.8608058608058609,1.0,0.8834956932445839,0.06751464177322568,202,0.8634898190045249,0.8804249929636925,0.8535603715170278,0.8639021796916535,1.0,0.8922754726353798,0.054548188469297786
41,0.1865386962890625,0.031971698148531846,0.007177972793579101,0.0021695114029919903,0.1,"(25,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 5}",0.6781483106625713,0.8665026833631484,0.9534883720930234,0.9784798534798536,0.8873626373626375,0.8721320300234965,0.10603302753557542,225,0.6492364253393665,0.9185477061638052,0.9108218406980017,0.9606592238171184,0.8548644338118024,0.8588259259660187,0.11007609997002664
42,0.19476213455200195,0.04949281168293052,0.006752634048461914,0.0022553957971155718,0.1,"(25,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 6}",0.8830627468187803,0.8826028622540251,0.9691413237924869,0.88003663003663,0.7994505494505496,0.883041173503832,0.053603072310730006,206,0.9385463800904977,0.9225443287362791,0.9376442443005909,0.905103668261563,0.8078149920255184,0.9023307226828898,0.04880188744110158
43,0.1413717746734619,0.009648215915529576,0.006879186630249024,0.002650755941215773,0.1,"(25,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 7}",0.8475208424747697,0.7318872987477639,0.779964221824687,0.9134615384615384,0.925824175824176,0.8394108702000376,0.07488009725186585,290,0.9022341628959277,0.8758373205741626,0.8144244300591048,0.916267942583732,0.9146730462519935,0.884687380472984,0.03799886153535491
44,0.2130728244781494,0.07770597641336496,0.006555366516113281,0.0015823007444981762,0.1,"(25,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 8}",0.8532250987275121,0.8296064400715564,0.8432468694096602,0.9166666666666667,0.7875457875457877,0.8460477733639821,0.04164002767196253,275,0.8639423076923078,0.84556712637208,0.8643118491415704,0.8862307283359915,0.7900053163211059,0.850011465572611,0.03265239478638393
45,0.13903312683105468,0.015414871001354299,0.005962514877319336,0.000916271337067914,0.1,"(25,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 9}",0.794427380430013,0.8072450805008945,0.9306797853309483,0.9184981684981687,0.7147435897435898,0.8331067849156786,0.08105260446715949,305,0.8762443438914028,0.8933295806360821,0.916858992400788,0.8740031897926634,0.7538543328017012,0.8628580879045276,0.05662125630478973
46,0.15671496391296386,0.0335259550276181,0.006092882156372071,0.0012856617355894494,0.1,"(25,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 10}",0.9339622641509434,0.8942307692307693,0.8689624329159215,0.9230769230769231,0.9065934065934066,0.9053855328089391,0.02277230623179583,141,0.9406957013574663,0.9186602870813397,0.9137207993245143,0.9066985645933014,0.9175970228601807,0.9194744750433606,0.011409266822348309
47,0.1472942352294922,0.032702640778746045,0.00667877197265625,0.0018371376087137,0.1,"(25,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 15}",0.7123738481790259,0.7334525939177102,0.9210644007155636,0.8946886446886448,0.7967032967032966,0.8113034734307807,0.0838607876979833,341,0.7348416289592762,0.7778356318603996,0.9109766394596116,0.8702817650186072,0.7910685805422648,0.8170008491680318,0.06422902680711716
48,0.18506355285644532,0.05089785851283742,0.0066851615905761715,0.0016729109669555325,0.1,"(25,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25,), 'filter__n': 20}",0.8503729706011409,0.7920393559928445,0.8401162790697675,0.908882783882784,0.8731684981684984,0.8527498122815996,0.03846277180405199,257,0.914762443438914,0.8441880101322824,0.8649732620320856,0.8713450292397662,0.881711855396066,0.8753961200478229,0.023188744514409623
