,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.12489104270935059,0.009181490262675009,0.0017538070678710938,6.748517796074076e-05,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",0.741891891891892,0.5,0.4999999999999999,0.4999999999999998,0.5,0.5489630113497183,0.09719248411104073,169,0.7257896261953058,0.5,0.5,0.5049787038102913,0.5049086757990868,0.5471354011609368,0.08935447126376485
1,0.17493801116943358,0.058800366425821704,0.0018270492553710937,0.00012383786903355515,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 3}",0.7729729729729731,0.7355855855855856,0.6388888888888887,0.4999999999999998,0.6618773946360152,0.6624233255028129,0.09448855859845923,45,0.7356128658359896,0.7664155317299335,0.7609646598365372,0.5049787038102913,0.6647260273972603,0.6865395577220024,0.09774214075423464
2,0.24888763427734376,0.06991537474123094,0.0018771171569824218,0.00015437144747674743,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 4}",0.5000000000000001,0.7355855855855856,0.6027777777777777,0.6916666666666665,0.5,0.6063974850983915,0.09667019185660951,122,0.5,0.6819472616632861,0.6769310463911593,0.6719523425808679,0.5,0.6061661301270627,0.0867418853750655
3,0.18216052055358886,0.04250357116061018,0.0020344734191894533,0.00022215261347336465,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",0.5000000000000001,0.8031531531531529,0.6361111111111111,0.6916666666666665,0.592911877394636,0.6449663644267247,0.10149652290190582,73,0.5,0.7425094175601276,0.7659433636468285,0.6472027167031197,0.726769406392694,0.676484980860554,0.09684518718745377
4,0.17284202575683594,0.07241634340012353,0.002152252197265625,0.0002307263891841542,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 6}",0.7689189189189191,0.5,0.4999999999999999,0.6944444444444443,0.5,0.5932051386734165,0.11614623381742757,138,0.7964647928136773,0.5,0.5,0.7338839645447219,0.5,0.6060697514716799,0.1314070936920026
5,0.5102591991424561,0.1478131519780969,0.0031674861907958984,0.0011276884719797946,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 7}",0.7085585585585588,0.5,0.6222222222222221,0.7416666666666665,0.5378352490421456,0.622203568815195,0.09367900861145698,106,0.7434656621269199,0.5,0.7751237481293886,0.7656267986646712,0.6953767123287672,0.6959185842499493,0.10176227497101253
6,0.3289655685424805,0.14655152746924122,0.002174234390258789,0.00013133489068010314,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 8}",0.7022522522522524,0.7189189189189189,0.6194444444444444,0.647222222222222,0.6273946360153256,0.6634414495754218,0.0402676053365844,44,0.7048971312662997,0.6927267458707622,0.700587084148728,0.7004144123402785,0.7488013698630137,0.7094853486978164,0.020045513346203598
7,0.4033812046051025,0.1887547548124461,0.0022842884063720703,0.00013107350596905707,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 9}",0.7355855855855857,0.7189189189189189,0.6083333333333332,0.6944444444444442,0.675287356321839,0.6867939978732769,0.044226016189189594,26,0.7048971312662997,0.6801217038539554,0.762518706112582,0.7088177736848164,0.7682648401826484,0.7249240310200603,0.03452396875440344
8,0.2192854404449463,0.05770857344463296,0.002474355697631836,0.00012144485441390776,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",0.765765765765766,0.7522522522522521,0.5944444444444444,0.6888888888888887,0.7102490421455938,0.7026386554280084,0.060729596845711074,5,0.7596348884381339,0.6823819182845553,0.7189478531138482,0.7064867042707493,0.7272260273972604,0.7189354783009094,0.02536261054267167
9,0.3145564079284668,0.0879978351273564,0.0028206825256347655,0.0005145415064031371,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",0.6333333333333335,0.7657657657657656,0.6361111111111111,0.6444444444444443,0.7375478927203064,0.6833743786499282,0.056611558146966445,32,0.674529121993625,0.7898000579542163,0.7480430528375733,0.7375964084263842,0.7370433789954338,0.7374024040414465,0.03691057754767558
10,0.2805975914001465,0.06694504973996467,0.002912425994873047,0.00010146368689125374,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",0.5000000000000001,0.5333333333333333,0.5777777777777776,0.5555555555555552,0.5344827586206896,0.5401048720352813,0.025916184754247288,189,0.762851347435526,0.7401332946971892,0.8323932312651088,0.7205018993898928,0.7047374429223745,0.7521234431420182,0.04460368935787532
