,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,param_NN__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.0826143741607666,0.017307753889252132,0.001901531219482422,0.00010400162760662876,relu,1.0,"(36, 36)",0.016,"{'NN__activation': 'relu', 'NN__alpha': 1.0, 'NN__hidden_layer_sizes': (36, 36), 'NN__learning_rate_init': 0.016}",0.6731022378236068,0.8472719141323793,0.7526833631484795,0.7733516483516484,0.7152014652014652,0.7521889427146424,0.058642270492096374,1,0.821747737556561,0.798072051787222,0.7966225724739656,0.7190324295587455,0.7793726741095164,0.7829694930972021,0.03469619950240752
