,0,1,2,3,4,5,6,7,8,9
2,0.3337130555483563,0.2717906012464091,0.24119003464899444,0.3317399497781966,0.2558297699557739,0.35687089824966917,0.34693743986308595,0.29617602013166966,0.3001074500929678,0.21048226589666416
3,0.3857356598241596,0.3202875794555278,0.3159819975806156,0.39186944698452564,0.307112727414748,0.40309988990766904,0.4224742353195948,0.3536845453804836,0.3480814436424576,0.32217905316894374
4,0.4164801631622462,0.3524435184383917,0.37109003051895234,0.4334412111093381,0.41574334721096784,0.4249107506086961,0.4317435687234857,0.42622124405575434,0.3806515257442156,0.3273081823608307
5,0.444476403786517,0.4435237931543456,0.41994336760891904,0.46537927954132624,0.3820447973582749,0.4841279241881118,0.48039461778128634,0.44616890579648805,0.362493936027747,0.39534571744798674
6,0.4926892328948237,0.45928740686288033,0.3866084597598767,0.5061595562013603,0.42140290533749747,0.5157671095738326,0.4875345083083452,0.47113057541378417,0.39315302370925626,0.4412752588362178
7,0.5326736100931718,0.47802457457072056,0.43652813295328363,0.5374158124662741,0.46784981847614365,0.5589106589702129,0.527640547720237,0.4686850222676488,0.43281374143326545,0.484397482002618
8,0.5617317368469145,0.5240111018300943,0.48216185775257137,0.5657146961664136,0.47486489980085295,0.5843181677382476,0.5323263471106667,0.5112078543634764,0.45972297271103857,0.4822995381929502
9,0.5556171255199991,0.5685260763262467,0.5399463523244845,0.5911358471448591,0.5081314452658959,0.607397039549117,0.5511891740618641,0.5246396290353514,0.5126235384317775,0.5259743612410067
10,0.593433428431994,0.5728414925990465,0.5452481508111258,0.5930379596229352,0.4787670001749889,0.6287538605423192,0.5951996974440517,0.5609576705269407,0.5374856848819124,0.5646981160874776
15,0.6626863047298412,0.6770960846680255,0.6443762134330885,0.6756839839576492,0.642029272934337,0.6761732207304711,0.661290364499176,0.6550783986751312,0.6360553681276654,0.6797822733014321
20,0.6991218137489811,0.7007246964833656,0.689189408628334,0.7362377603608063,0.66633106473897,0.7224481678559429,0.7210022699831623,0.7194432220457119,0.7209592979520301,0.7150109425188147
25,0.7408274764332154,0.730935779928176,0.7348843389923032,0.7848003559966348,0.7076429978933977,0.7352343434746152,0.7589440241080219,0.7820930640496073,0.7486999110308864,0.7578590884764335
30,0.7866562653693159,0.7417482314024254,0.7651319859181236,0.8025789403805912,0.7649594294801706,0.7654079637224558,0.7971673755500462,0.7999417463847072,0.7778361849853378,0.786142994322686
35,0.8238868583633806,0.7952483470334007,0.7810866026050505,0.8437920939493246,0.7943852248031358,0.808223818278588,0.8227844520318462,0.8150151347798844,0.8027443291666604,0.8023602098098137
40,0.8400821021212919,0.8062158032608661,0.8207927553571862,0.8517590121240101,0.8220893323266398,0.8207503898077008,0.8345628332476641,0.8294552536166878,0.8287856410384168,0.8198324918670944
45,0.8445462278227548,0.8378219623961805,0.837491350151695,0.861062045360575,0.8407783590468318,0.8248226946148594,0.8475273336556901,0.8531407375963351,0.8438619671403568,0.8361788643396493
50,0.8675300762015382,0.8577454964750567,0.8598132422003988,0.8922486819445372,0.8643390486044147,0.8540786385327959,0.8582626106123193,0.8675665991666698,0.8505938624833151,0.8462554692145788
55,0.8803310602852367,0.8595274795392995,0.864580647061157,0.8992777625332362,0.8720723367798267,0.8585624606161304,0.8600678060604553,0.8677098788406258,0.8734300506285387,0.8633121697301642
60,0.8845141577385718,0.8726109105216111,0.8711303222231392,0.9031658183152355,0.8816548431092677,0.8698117492881791,0.8845978772182794,0.8856963694925047,0.8886957351427843,0.866249376622747
