,0,1,2,3,4,5,6,7,8,9
2,0.9967293095820869,0.9984848161306077,0.9954961237481829,0.9977092002699717,0.9981425193589,0.9968276610207845,0.9978285939653432,0.9971704220528583,0.997879550078627,0.9975580628039431
3,0.9954393012377304,0.9972367928597828,0.9958710639605486,0.9965046202917404,0.9951934320625774,0.9953665714894787,0.9957792521232799,0.9958501074376124,0.9971834293143358,0.9962288069507678
4,0.9950461338017973,0.994642245108119,0.9926199530870694,0.9933501669084728,0.9961232366209686,0.9947472588066795,0.9945414299031875,0.9958445582000156,0.9926979370779875,0.9951462563347703
5,0.9953006587052297,0.9948194058713361,0.995196699094187,0.9947625604366463,0.9928435687607069,0.9955595839004915,0.9937730902806822,0.9922078388648594,0.9952875842805197,0.9937793309634887
6,0.992739878875864,0.9935180876514461,0.9912843063859351,0.9913260982788344,0.9931705476474122,0.9913874290158805,0.9920450937827728,0.9946810631560046,0.9931902640611756,0.993054448783138
7,0.9913130322653846,0.990750099917616,0.9897755291366649,0.990830302189884,0.9914202861117716,0.9910610734886254,0.9906265605749381,0.9929205453596334,0.9906550586459681,0.9898623030053959
8,0.9912174781855919,0.9925359335832754,0.9896045868435117,0.992119164901086,0.9880513585390555,0.9900848250153899,0.9887632950471056,0.9866528677774581,0.9906717473069392,0.9901328662488537
9,0.9888919920203889,0.9872028346347571,0.9887523437410524,0.9873542518963022,0.9887454362128065,0.9877047670823447,0.9846065340078421,0.9895134626201295,0.9901879297400932,0.988016172355909
10,0.984262330859411,0.988505469699382,0.9897658813611836,0.9872143027496687,0.9886431284473312,0.9864727207373072,0.9880479850905602,0.9872558159222269,0.9866339268110147,0.9844856552819634
15,0.9816912632510391,0.9824868165038164,0.9798134599436784,0.9809127854845322,0.9812321714713235,0.9795188812174402,0.981965187589175,0.9804410747840692,0.9780703410977555,0.9835340938193903
20,0.9748187101160627,0.9757754861868575,0.9760017202439633,0.9779816903525933,0.971176645265489,0.9749953660451435,0.974526968415348,0.9782921483573943,0.9730562728644545,0.9751268458927195
25,0.9701367676627998,0.9717648512901768,0.9643911009767444,0.9645800986958888,0.9698219453629693,0.9658902239320624,0.9713702569810447,0.9683306519628357,0.9657078230134394,0.9657643755130203
30,0.9661576375381975,0.9655753980194849,0.9602313338920048,0.961171266224575,0.9655447807561279,0.9624300319473765,0.960833399486075,0.9608171620833375,0.9590593934073037,0.9634776288449552
35,0.9551550491178856,0.9527115831039805,0.9549593637049214,0.9543093689518015,0.9588860299850085,0.9556948915166317,0.9534861600740145,0.9597543477846054,0.9544569203554009,0.9523753212066047
40,0.9521513033136442,0.9514174780582334,0.950314457583415,0.9492619636967706,0.9491310371539489,0.9476062214928097,0.9380769738126558,0.9477304669821075,0.9501264837228366,0.9510401577656011
45,0.9413275615447472,0.9427667211106496,0.93917930746194,0.9408969653316822,0.9426870690066642,0.9401259158330076,0.9431779217339828,0.9434875466608575,0.9397054877063064,0.9416452466012722
50,0.9419812171116752,0.9359420305624385,0.9418067766329901,0.9323067713431161,0.9342151048474923,0.9273227630954722,0.9319241849399321,0.9395215259420091,0.9340821048150799,0.9379101159491665
55,0.9269532939275456,0.9250934130550005,0.9311849624611299,0.9302034736827028,0.9317773809236366,0.9313535576916588,0.9266826558857864,0.9279708025511036,0.9263626332561055,0.9220419190147836
60,0.9243450679099778,0.9212227800773451,0.9207257657295796,0.9224084389987512,0.923556703965903,0.9215904381878873,0.9215494812709246,0.9283355425360059,0.9180562086586002,0.9260584010110257
