,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__hidden_layer_sizes,param_NN__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,10.486859989166259,2.2069686083550124,0.03425321578979492,0.008144964600196314,relu,800,adaptive,"{'NN__activation': 'relu', 'NN__hidden_layer_sizes': 800, 'NN__learning_rate': 'adaptive'}",0.6156646115148914,0.6181466581408199,0.6285576217201784,0.6261409342878052,0.6307040650987417,0.6238267315375373,0.005900624532258208,1,0.6859650398609037,0.6850750939212801,0.6732357142561858,0.6517714386060031,0.7090567495850769,0.68102080724589,0.01867099342902872
