,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.332259464263916,0.18488386365116202,0.0018167495727539062,0.00026788714094151683,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 2}",0.5198198198198198,0.5166666666666667,0.5027777777777779,0.4999999999999998,0.5,0.5079393592988759,0.008616642122251352,121,0.5366270646189512,0.5,0.5126050420168068,0.504201680672269,0.5041666666666668,0.5115200907949388,0.01320516352652217
1,0.7915544986724854,0.10752230542601145,0.0016942977905273437,8.443513781936714e-05,0.1,"(50, 50)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 3}",0.5000000000000001,0.5000000000000001,0.5,0.4999999999999998,0.5,0.5,1.2174125345410875e-16,205,0.5,0.5,0.5000000000000001,0.5,0.5,0.5,4.965068306494546e-17
2,0.9247305870056153,0.0248639149930971,0.0018967628479003907,0.00046635519012254515,0.1,"(50, 50)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 4}",0.5000000000000001,0.5000000000000001,0.5361111111111111,0.4999999999999998,0.5,0.5072004028197381,0.014428054113491158,131,0.5,0.5,0.517583745827098,0.5225624496373893,0.5083333333333333,0.5096959057595641,0.00913940646764783
3,0.8285239696502685,0.27678173722200433,0.0019606590270996095,0.0005912349785203001,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 5}",0.5000000000000001,0.5000000000000001,0.5,0.4999999999999998,0.5,0.5,1.2174125345410875e-16,205,0.5,0.5,0.504201680672269,0.5049787038102914,0.5,0.501836076896512,0.002262110530137816
4,0.9765717029571533,0.27065851128611296,0.0016392707824707032,0.00012093633838359332,0.1,"(50, 50)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 6}",0.5000000000000001,0.5000000000000001,0.5361111111111111,0.4999999999999998,0.5,0.5072004028197381,0.014428054113491158,131,0.5,0.5,0.5217854264993669,0.5084033613445379,0.5,0.5060377575687809,0.008519961353777748
5,0.812352180480957,0.08809220258518613,0.0016763687133789062,9.482892107310472e-05,0.1,"(50, 50)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 7}",0.49279279279279287,0.47117117117117124,0.4555555555555556,0.4999999999999998,0.5517241379310346,0.4940009704464335,0.03258835873885264,291,0.4826427122573168,0.5887568820631701,0.5291239783584668,0.5133820651548292,0.513527397260274,0.5254866070188113,0.035047111506002794
6,0.7005756378173829,0.07418919958757468,0.0017360687255859376,2.3677545831301002e-05,0.1,"(50, 50)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 8}",0.5045045045045046,0.5166666666666667,0.5,0.4999999999999998,0.5,0.5042854032280014,0.006478378945067789,156,0.562996232975949,0.5091567661547378,0.504201680672269,0.504201680672269,0.5,0.5161112720950449,0.023621238468434138
7,0.7040933609008789,0.1847313441549664,0.0016821861267089845,7.382828313150514e-05,0.1,"(50, 50)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 9}",0.5000000000000001,0.5000000000000001,0.5361111111111111,0.4999999999999998,0.5,0.5072004028197381,0.014428054113491158,131,0.5,0.5,0.5217854264993669,0.5,0.5,0.5043570852998733,0.00871417059974675
8,0.7845731735229492,0.12098169599950072,0.001693582534790039,6.582850521231528e-05,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 10}",0.5000000000000001,0.5000000000000001,0.5361111111111111,0.4999999999999998,0.48227969348659006,0.5037205843201259,0.017545234367466234,168,0.5133584468270067,0.5,0.5259871071716358,0.517583745827098,0.5123287671232877,0.5138516133898057,0.008433605271401797
9,0.8159969806671142,0.055429629300901444,0.0016988277435302734,0.00017387902117125758,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 15}",0.5000000000000001,0.5000000000000001,0.5,0.4999999999999998,0.5,0.5,1.2174125345410875e-16,205,0.5,0.5,0.5000000000000001,0.5,0.5208333333333333,0.5041666666666667,0.008333333333333293
10,0.8700444221496582,0.10119684216272556,0.0017708301544189452,0.00020972350962792855,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 20}",0.5000000000000001,0.5000000000000001,0.5,0.5416666666666664,0.5,0.5083081570996979,0.016647754746335838,116,0.5,0.5,0.504201680672269,0.6045240013813745,0.5083333333333333,0.5234118030773953,0.0406738314227122
11,1.0948944568634034,0.14335713004797646,0.0018503189086914063,0.00027287838695259665,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'km__n_clusters': 25}",0.5000000000000001,0.5166666666666667,0.5,0.4999999999999998,0.592911877394636,0.5216191501429548,0.035833868958655014,55,0.5217618081715446,0.5175601274992756,0.5000000000000001,0.5,0.5691780821917809,0.5217000035725202,0.025349913819110934
