,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_NN__learning_rate,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,1.2989494323730468,0.46005757124111557,0.03533501625061035,0.051103751181293545,100,adaptive,2,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 2}",0.1524188609920392,0.14066135946111452,0.1956168897442627,0.21333630532031111,0.10894957983193276,0.16225718908940487,0.03768884919916359,75,0.1556247582205029,0.12781689232753063,0.1869542505114407,0.21804531901490384,0.1160316484867107,0.16089457371221774,0.03762951093071896
1,0.9855311870574951,0.061987374635911564,0.009674072265625,0.006305859312832513,100,adaptive,3,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 3}",0.14927536231884056,0.15942028985507242,0.22213046394307875,0.23811594202898548,0.1598568992814517,0.185745494133517,0.03677160100616624,74,0.1473941356207776,0.1643939964707505,0.2248745684303621,0.24502035667715685,0.1760923154021172,0.19155507452023285,0.03713686759914734
2,1.9368858337402344,0.659812351157281,0.005415630340576172,0.0006722945914663891,100,adaptive,4,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 4}",0.2583374072225338,0.3170305550266647,0.31076925320036164,0.28788819875776395,0.1679308245037145,0.26860739934400596,0.054147081922506286,68,0.2691070398238057,0.32829585578498777,0.30355553529077417,0.30033723396207174,0.18421430316186443,0.2771019936047007,0.05010493011450805
3,4.607158279418945,2.230919593334388,0.0052913188934326175,0.0007841051509055497,100,adaptive,5,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 5}",0.39043740705100166,0.49697584094039554,0.5011244000990865,0.335105837273261,0.20585007916209958,0.3863631904071594,0.10992555693083951,59,0.37230547155277693,0.48315862444988383,0.48922280784465855,0.34624497060399556,0.1973433633752744,0.37765504756531787,0.10686990616901099
4,2.6660940170288088,0.5066369678992714,0.005674171447753906,0.0010904073274707713,100,adaptive,6,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 6}",0.2752243898171639,0.36719155512786866,0.4013017538499438,0.3433011958839344,0.34084033613445375,0.345554413619231,0.0414187169769031,64,0.2826043433287798,0.34083427283350987,0.3880094176023929,0.35487873220920363,0.34896242209971895,0.343057837614721,0.034219326182901307
5,4.49886565208435,1.3209705599011439,0.01356968879699707,0.015436863360563276,100,adaptive,7,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 7}",0.32841075438136064,0.5362015867973866,0.48906856437159335,0.41240281057263917,0.49645657634091417,0.45241819357128893,0.07397563296342065,54,0.33943357571215516,0.5570364175522173,0.5106028223893705,0.42542218289323935,0.5146651864306809,0.4694320369955327,0.0777844021184701
6,3.1225726127624513,0.8664831191792399,0.05006856918334961,0.08235359005798604,100,adaptive,8,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 8}",0.46072652687418003,0.3285160236783017,0.4428599442080075,0.3841404777355459,0.43655634939045246,0.41050362794050077,0.04837354953110144,58,0.4436500103812698,0.29977893453535365,0.43901393961132645,0.3933959200265814,0.4464226291380136,0.40445228673850897,0.055805435103619544
7,3.862141513824463,0.8839681095022818,0.007537364959716797,0.004118298474175368,100,adaptive,9,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 9}",0.38916578756426023,0.4246093198733594,0.46468904712146464,0.450528920698215,0.5660329685710453,0.45873094860161934,0.05923782275782552,53,0.3863090703152942,0.4390592294314698,0.4742452100512364,0.46068201467457187,0.5707862536076996,0.4662163556160544,0.06025386086538113
8,3.6306928634643554,1.3640736516790495,0.009440326690673828,0.005906888757572639,100,adaptive,10,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 10}",0.49789958381615734,0.3637167935147115,0.4538005612532827,0.6531508941618878,0.6095288837843328,0.515248592721928,0.10482969400088558,46,0.47928381745537857,0.35512193340204506,0.4444675125105272,0.6666884058780914,0.6016954809439089,0.5094514300379902,0.1115195224316614
9,7.546215152740478,0.5825853350826555,0.006587696075439453,0.003806858261827454,100,adaptive,15,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 15}",0.6871886515559295,0.6264368548733305,0.6447553783116908,0.6078843353844309,0.6389689833902911,0.6410888038698614,0.026339914542111757,30,0.6619182989709699,0.6441297220474155,0.6552702625957303,0.6327260941850544,0.6437417978928188,0.6475572351383978,0.01011927958209002
10,6.680004835128784,2.374984833729601,0.008203363418579102,0.004077490567079032,100,adaptive,20,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'km__n_clusters': 20}",0.4854703240757417,0.6780726059838843,0.6151210085960732,0.6782453146985346,0.6509216522429867,0.621426815105047,0.07199107392964818,34,0.47828685059693243,0.6934150881539008,0.6246856741548702,0.6886527771625767,0.6541618256893881,0.6278404431515336,0.07882540050919017
