,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__hidden_layer_sizes,param_NN__learning_rate,param_gmm__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.673089599609375,0.1632637255643755,0.006168270111083984,0.004048242580528693,100,adaptive,2,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 2}",0.22414836847169972,0.17743597990329013,0.19989822995946693,0.252528661042613,0.2189495798319328,0.2145450574671796,0.025101618206800836,75,0.23076830674324036,0.1938438080069507,0.193030524878157,0.2510921117267962,0.22388447931819805,0.21852384613466844,0.02235338380682397
1,0.7164467334747314,0.16219080032030905,0.006640434265136719,0.003744361266251002,100,adaptive,3,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 3}",0.2824241098766512,0.2196363689382673,0.27073665440621225,0.2813763480732981,0.27640908537327974,0.26606901689929624,0.023646781911501328,70,0.2745036666187207,0.22591950586994558,0.2716776398278536,0.29389092413457785,0.2802381110131391,0.2692459694928474,0.022973636256575808
2,1.0269577503204346,0.16491434623858106,0.006682872772216797,0.0026168468870190835,100,adaptive,4,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 4}",0.3455558585957347,0.3415258215962441,0.35098595901604734,0.33310024593873894,0.33999113857093777,0.34224322862757195,0.005942810959123435,64,0.35773185754886166,0.36687146681874544,0.34150210451760615,0.34459942304585267,0.3408839416793569,0.3503177587220846,0.01028013753913182
3,0.9970582008361817,0.11583419093039672,0.018326616287231444,0.014373574476107728,100,adaptive,5,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 5}",0.3783836694506339,0.3493821379801712,0.3545080290406628,0.3805441644535816,0.3705774470722747,0.36665978831796214,0.012597319995120445,60,0.3706995774752105,0.3449106338517518,0.365289310755823,0.3885206642977082,0.3856273358789016,0.37100950445187897,0.01571171175924813
4,0.8938468933105469,0.19105835213173794,0.009244108200073242,0.004518367082057475,100,adaptive,6,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 6}",0.42362486084452156,0.38840724420926864,0.42150417705172377,0.3849963183995707,0.4080883642829668,0.40533121161303753,0.0161628027542858,54,0.4212503987468288,0.4194594079496385,0.4113569715160212,0.39463070218845847,0.3995061547745186,0.4092407270350932,0.010595724308188134
5,1.1792385578155518,0.24329108735426797,0.009253597259521485,0.006152083096116506,100,adaptive,7,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 7}",0.4237266308850545,0.4311985405418639,0.4563906235186948,0.4343472423162845,0.43650720568764617,0.4364246537389926,0.01088957092478672,48,0.428706337431762,0.43313570787965705,0.4271064662712421,0.4402929495797599,0.42499028844740255,0.4308463499219647,0.005428429683179516
6,0.8664463520050049,0.15668003872501365,0.01642637252807617,0.012817497300271059,100,adaptive,8,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 8}",0.43241484324064206,0.4477866158432421,0.4944590050165062,0.44220593094223665,0.4287031593948417,0.44914908246036744,0.023671173081284018,44,0.448273510593054,0.4410905426558427,0.48489209048727705,0.4357333848472205,0.4063466026370542,0.44326722624408965,0.025228243582997897
7,1.454556369781494,0.5452534128815132,0.020017147064208984,0.013015491542587248,100,adaptive,9,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 9}",0.465082176387785,0.4806109235432746,0.449722292955001,0.44542070010253393,0.45399003828556833,0.45899946551516263,0.012660483152195,41,0.4716437327170801,0.486479576095558,0.4489179183835858,0.45518025226875103,0.45579217373489495,0.463602730639974,0.01367914050289172
8,1.2717938899993897,0.11128008042191624,0.01043248176574707,0.00475319931937337,100,adaptive,10,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 10}",0.45586568936988586,0.48538419854943027,0.48502847487667,0.4960140215423264,0.46240415079824176,0.47695048464022705,0.01520482957448748,35,0.47000871564128993,0.49848678982197997,0.4601458417688904,0.4970949936578757,0.43416710307556433,0.47198068879312005,0.02411274039842592
9,1.7980465412139892,0.2922045656037718,0.010582065582275391,0.006165745086945364,100,adaptive,15,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 15}",0.5243645574914262,0.538251570961848,0.5344102377320298,0.5323402408435045,0.5011601928246964,0.5261587002696223,0.013235652537631577,27,0.5152548581525433,0.5427770757537352,0.525469513623991,0.5067096818336331,0.5120876746464041,0.5204597608020614,0.012723267503403038
10,2.4908402442932127,0.7479147097721714,0.00963282585144043,0.0019726724649970625,100,adaptive,20,"{'NN__hidden_layer_sizes': 100, 'NN__learning_rate': 'adaptive', 'gmm__n_components': 20}",0.5461024856415873,0.5244625117207157,0.5365980512124652,0.5526231472971558,0.5531897474209571,0.5425591919855373,0.010865308928420796,17,0.5337537358834664,0.5484654046271585,0.5249180054589455,0.5562960003485081,0.5615149102675386,0.5449896113171234,0.013726728204130758
